||06/08/23|06/07/23||CDT|-1|Y|Y|Aberdeen|SD|45.4680|-98.4940|PM2.5|43|Good|No||South Dakota Department of Agriculture and Natural Resources
||06/08/23|06/07/23||CDT|-1|Y|N|Aberdeen|SD|45.4680|-98.4940|PM10|31|Good|No||South Dakota Department of Agriculture and Natural Resources
||06/08/23|06/07/23||PDT|-1|Y|Y|Aberdeen|WA|46.9725|-123.8317|PM2.5|26|Good|No||Olympic Region Clean Air Agency
||06/08/23|06/08/23|13:00|PDT|0|O|Y|Aberdeen|WA|46.9725|-123.8317|PM2.5|18|Good|No||Olympic Region Clean Air Agency
||06/07/23|06/08/23||PDT|1|F|Y|Aberdeen|WA|46.9725|-123.8317|PM2.5|17|Good|No||Olympic Region Clean Air Agency
||06/07/23|06/09/23||PDT|2|F|Y|Aberdeen|WA|46.9725|-123.8317|PM2.5|13|Good|No||Olympic Region Clean Air Agency
||06/07/23|06/10/23||PDT|3|F|Y|Aberdeen|WA|46.9725|-123.8317|PM2.5|17|Good|No||Olympic Region Clean Air Agency
||06/07/23|06/11/23||PDT|4|F|Y|Aberdeen|WA|46.9725|-123.8317|PM2.5|17|Good|No||Olympic Region Clean Air Agency
||06/07/23|06/12/23||PDT|5|F|Y|Aberdeen|WA|46.9725|-123.8317|PM2.5|17|Good|No||Olympic Region Clean Air Agency
||06/08/23|06/07/23||GMT|-1|Y|Y|Abidjan|  |5.3351|-3.9760|PM2.5|40|Good|No||U.S. Department of State Ivory Coast - Abidjan
||06/08/23|06/08/23|20:00|GMT|0|O|Y|Abidjan|  |5.3351|-3.9760|PM2.5|12|Good|No||U.S. Department of State Ivory Coast - Abidjan
||06/09/23|06/08/23||GST|-1|Y|Y|Abu Dhabi|  |24.4243|54.4339|PM2.5|138|Unhealthy for Sensitive Groups|No||U.S. Department of State UAE - Abu Dhabi
||06/09/23|06/09/23|0:00|GST|0|O|Y|Abu Dhabi|  |24.4243|54.4339|PM2.5|161|Unhealthy|No||U.S. Department of State UAE - Abu Dhabi
||06/08/23|06/07/23||WAT|-1|Y|Y|Abuja|  |9.0407|7.4752|PM2.5|24|Good|No||U.S. Department of State Nigeria - Abuja
||06/08/23|06/08/23|21:00|WAT|0|O|Y|Abuja|  |9.0407|7.4752|PM2.5|25|Good|No||U.S. Department of State Nigeria - Abuja
||06/08/23|06/07/23||EAT|-1|Y|Y|Addis Ababa Central|  |9.0585|38.7616|PM2.5|100|Moderate|No||U.S. Department of State Ethiopia - Addis Ababa
||06/08/23|06/08/23|23:00|EAT|0|O|Y|Addis Ababa Central|  |9.0585|38.7616|PM2.5|95|Moderate|No||U.S. Department of State Ethiopia - Addis Ababa
||06/08/23|06/07/23||EAT|-1|Y|Y|Addis Ababa School|  |8.9965|38.7254|PM2.5|153|Unhealthy|No||U.S. Department of State Ethiopia - Addis Ababa
||06/08/23|06/08/23|23:00|EAT|0|O|Y|Addis Ababa School|  |8.9965|38.7254|PM2.5|153|Unhealthy|No||U.S. Department of State Ethiopia - Addis Ababa
||06/08/23|06/07/23||EDT|-1|Y|Y|Adirondacks Region|NY|44.2710|-74.2693|PM2.5|83|Moderate|No||New York Dept. of Environmental Conservation
||06/08/23|06/07/23||EDT|-1|Y|N|Adirondacks Region|NY|44.2710|-74.2693|OZONE|32|Good|No||New York Dept. of Environmental Conservation
||06/08/23|06/08/23|16:00|EDT|0|O|Y|Adirondacks Region|NY|44.2710|-74.2693|OZONE|19|Good|No||New York Dept. of Environmental Conservation
||06/08/23|06/08/23|16:00|EDT|0|O|N|Adirondacks Region|NY|44.2710|-74.2693|PM2.5|8|Good|No||New York Dept. of Environmental Conservation
||06/08/23|06/08/23||EDT|0|F|Y|Adirondacks Region|NY|44.2710|-74.2693|PM2.5|51|Moderate|No||New York Dept. of Environmental Conservation
||06/08/23|06/08/23||EDT|0|F|N|Adirondacks Region|NY|44.2710|-74.2693|OZONE|31|Good|No||New York Dept. of Environmental Conservation
||06/08/23|06/09/23||EDT|1|F|Y|Adirondacks Region|NY|44.2710|-74.2693|PM2.5|30|Good|No||New York Dept. of Environmental Conservation
||06/08/23|06/09/23||EDT|1|F|N|Adirondacks Region|NY|44.2710|-74.2693|OZONE|29|Good|No||New York Dept. of Environmental Conservation
||06/08/23|06/07/23||EDT|-1|Y|Y|Aiken-Augusta - SC and GA|SC|33.3700|-81.9700|OZONE|74|Moderate|No||South Carolina DHEC
||06/08/23|06/07/23||EDT|-1|Y|N|Aiken-Augusta - SC and GA|SC|33.3700|-81.9700|PM2.5|72|Moderate|No||South Carolina DHEC
||06/08/23|06/07/23||EDT|-1|Y|N|Aiken-Augusta - SC and GA|SC|33.3700|-81.9700|PM10|25|Good|No||South Carolina DHEC
||06/08/23|06/08/23|16:00|EDT|0|O|Y|Aiken-Augusta - SC and GA|SC|33.3700|-81.9700|PM2.5|73|Moderate|No||South Carolina DHEC
||06/08/23|06/08/23|16:00|EDT|0|O|N|Aiken-Augusta - SC and GA|SC|33.3700|-81.9700|OZONE|71|Moderate|No||South Carolina DHEC
||06/08/23|06/08/23|16:00|EDT|0|O|N|Aiken-Augusta - SC and GA|SC|33.3700|-81.9700|PM10|29|Good|No||South Carolina DHEC
||06/08/23|06/08/23||EDT|0|F|Y|Aiken-Augusta - SC and GA|SC|33.3700|-81.9700|OZONE|46|Good|No|On Thursday afternoon, ozone concentrations in the Midlands and Pee Dee should finish the day in code GREEN with all other zones having the potential to peak in code YELLOW. Tomorrow, a dry air mass settles in place with very little cloud cover as high pressure builds into the state. Enhanced ground level ozone formation is possible as a result of these conditions, with little help for dispersion at the surface due to weak northwesterly winds. On Friday, all zones are forecast to see peaks in code YELLOW.|South Carolina DHEC
||06/08/23|06/09/23||EDT|1|F|Y|Aiken-Augusta - SC and GA|SC|33.3700|-81.9700|OZONE|61|Moderate|No|On Thursday afternoon, ozone concentrations in the Midlands and Pee Dee should finish the day in code GREEN with all other zones having the potential to peak in code YELLOW. Tomorrow, a dry air mass settles in place with very little cloud cover as high pressure builds into the state. Enhanced ground level ozone formation is possible as a result of these conditions, with little help for dispersion at the surface due to weak northwesterly winds. On Friday, all zones are forecast to see peaks in code YELLOW.|South Carolina DHEC
||06/08/23|06/07/23||MST|-1|Y|Y|Ajo|AZ|32.3820|-112.8575|PM10|16|Good|No||Arizona Department of Environmental Quality
||06/08/23|06/08/23|13:00|MST|0|O|Y|Ajo|AZ|32.3820|-112.8575|PM10|11|Good|No||Arizona Department of Environmental Quality
||06/08/23|06/07/23||MST|-1|Y|Y|Alamo Lake State Park|AZ|34.2439|-113.5586|OZONE|71|Moderate|No||Arizona Department of Environmental Quality
||06/08/23|06/07/23||MST|-1|Y|N|Alamo Lake State Park|AZ|34.2439|-113.5586|PM2.5|17|Good|No||Arizona Department of Environmental Quality
||06/08/23|06/07/23||MST|-1|Y|N|Alamo Lake State Park|AZ|34.2439|-113.5586|PM10|17|Good|No||Arizona Department of Environmental Quality
||06/08/23|06/08/23|13:00|MST|0|O|Y|Alamo Lake State Park|AZ|34.2439|-113.5586|OZONE|58|Moderate|No||Arizona Department of Environmental Quality
||06/08/23|06/08/23|13:00|MST|0|O|N|Alamo Lake State Park|AZ|34.2439|-113.5586|PM2.5|13|Good|No||Arizona Department of Environmental Quality
||06/08/23|06/08/23|13:00|MST|0|O|N|Alamo Lake State Park|AZ|34.2439|-113.5586|PM10|19|Good|No||Arizona Department of Environmental Quality
||06/08/23|06/07/23||CDT|-1|Y|Y|Alba|MO|37.2385|-94.4247|OZONE|105|Unhealthy for Sensitive Groups|No||Quapaw Nation
||06/08/23|06/08/23|15:00|CDT|0|O|Y|Alba|MO|37.2385|-94.4247|OZONE|67|Moderate|No||Quapaw Nation
||06/08/23|06/07/23||EDT|-1|Y|Y|Albany|GA|31.5776|-84.0998|PM2.5|37|Good|No||Georgia Department of Natural Resources
||06/08/23|06/07/23||EDT|-1|Y|N|Albany|GA|31.5776|-84.0998|PM10|19|Good|No||Georgia Department of Natural Resources
||06/08/23|06/08/23|16:00|EDT|0|O|Y|Albany|GA|31.5776|-84.0998|PM2.5|67|Moderate|No||Georgia Department of Natural Resources
||06/08/23|06/08/23|16:00|EDT|0|O|N|Albany|GA|31.5776|-84.0998|PM10|29|Good|No||Georgia Department of Natural Resources
||06/08/23|06/07/23||PDT|-1|Y|Y|Albany|OR|44.6157|-123.0915|PM2.5|23|Good|No||Oregon Dept. of Environmental Quality
||06/08/23|06/08/23|13:00|PDT|0|O|Y|Albany|OR|44.6157|-123.0915|PM2.5|12|Good|No||Oregon Dept. of Environmental Quality
